"Prev.Length","Match.Score","Tile.Size","Prev.Type","Browse.Time"
100,100,0.1,"TT",20.2059822581543
120,100,0.1,"TT",21.2518695427848
100,80,0.3,"TT",17.7392857371669
120,80,0.3,"TT",20.2131285285002
100,100,0.3,"TT",18.946038484806
120,100,0.3,"TT",24.5132823270445
110,90,0.3,"TT",20.3794893282157
110,90,0.3,"AC",25.4101999915289
100,80,0.1,"TT",17.9269169544562
120,80,0.1,"TT",24.1853188897596
100,100,0.1,"TT",20.4221088144729
120,100,0.1,"TT",22.4705831774229
100,80,0.3,"TT",16.3888484387101
120,80,0.3,"TT",21.0041309439135
100,100,0.3,"TT",19.3801297645061
120,100,0.3,"TT",21.7244586151182
110,90,0.3,"TT",19.7721789720569
110,90,0.3,"AC",25.3911914028706
100,80,0.1,"TT",17.1073695965142
120,80,0.1,"TT",22.9235368433714
100,100,0.1,"TT",20.3728531970347
120,100,0.1,"TT",22.9897517367627
100,80,0.3,"TT",18.0045236049844
120,80,0.3,"TT",21.6796950483105
100,100,0.3,"TT",18.6243541979211
120,100,0.3,"TT",20.877816958625
110,90,0.3,"TT",19.9585280429729
110,90,0.3,"AC",24.8041583864235
100,80,0.1,"TT",18.7142357643388
120,80,0.1,"TT",20.4358979651988
100,100,0.1,"TT",19.4988796536483
120,100,0.1,"TT",22.0176696336253
100,80,0.3,"TT",18.8446250515643
120,80,0.3,"TT",22.2271487227629
100,100,0.3,"TT",18.8344363612669
120,100,0.3,"TT",21.8249784770555
110,90,0.3,"TT",18.9510298833175
110,90,0.3,"AC",24.5866915001728
100,80,0.1,"TT",17.5679280271392
120,80,0.1,"TT",21.6148670782078
100,100,0.1,"TT",19.447557569593
120,100,0.1,"TT",20.0899358450153
100,80,0.3,"TT",17.6723178928392
120,80,0.3,"TT",21.5868944919734
100,100,0.3,"TT",19.6951777733413
120,100,0.3,"TT",22.0386731135845
110,90,0.3,"TT",18.2854045566338
110,90,0.3,"AC",24.0860671170153
100,80,0.1,"TT",18.2422872091216
120,80,0.1,"TT",19.3074427568336
100,100,0.1,"TT",21.0555008445787
120,100,0.1,"TT",20.9418026778569
100,80,0.3,"TT",18.8524027705113
120,80,0.3,"TT",19.9385833997866
100,100,0.3,"TT",19.6488225167383
120,100,0.3,"TT",21.9065160196368
110,90,0.3,"TT",20.703083758248
110,90,0.3,"AC",24.8791757099257
100,80,0.1,"TT",17.5016682087595
120,80,0.1,"TT",22.4211235803809
100,100,0.1,"TT",20.6409071943945
120,100,0.1,"TT",22.1713252948827
100,80,0.3,"TT",19.007277587165
120,80,0.3,"TT",22.3391659121526
100,100,0.3,"TT",19.5907623085853
120,100,0.3,"TT",20.7707890740563
110,90,0.3,"TT",18.4202539077999
110,90,0.3,"AC",25.1619874227499
100,80,0.1,"TT",17.1952041457112
120,80,0.1,"TT",22.6785683508972
100,100,0.1,"TT",20.0796223863181
120,100,0.1,"TT",21.6334339230338
100,80,0.3,"TT",19.3716955440203
120,80,0.3,"TT",20.1463973104409
100,100,0.3,"TT",19.3852946011861
120,100,0.3,"TT",21.8319573464437
110,90,0.3,"TT",18.3465711222696
110,90,0.3,"AC",26.6130408100477
100,80,0.1,"TT",21.3585376506026
120,80,0.1,"TT",21.6256122938389
100,100,0.1,"TT",19.5170853552436
120,100,0.1,"TT",22.3627382970929
100,80,0.3,"TT",17.1795229817658
120,80,0.3,"TT",21.2732280774575
100,100,0.3,"TT",19.0140165583107
120,100,0.3,"TT",20.960698829096
110,90,0.3,"TT",21.0645014431923
110,90,0.3,"AC",23.7854197767651
100,80,0.1,"TT",18.576691089961
120,80,0.1,"TT",22.4317562312651
100,100,0.1,"TT",19.799080759454
120,100,0.1,"TT",22.8811092123322
100,80,0.3,"TT",17.6045778089703
120,80,0.3,"TT",22.3081737768452
100,100,0.3,"TT",19.6001093662959
120,100,0.3,"TT",21.2999450267796
110,90,0.3,"TT",21.0501298226708
110,90,0.3,"AC",23.9723403956856
100,80,0.1,"TT",16.4845634866206
120,80,0.1,"TT",22.181097230574
100,100,0.1,"TT",19.6200908771624
120,100,0.1,"TT",22.2087431032713
100,80,0.3,"TT",19.5563005294462
120,80,0.3,"TT",20.4176524668882
100,100,0.3,"TT",19.3255816504307
120,100,0.3,"TT",21.2024830273123
110,90,0.3,"TT",17.9898764380395
110,90,0.3,"AC",24.7069763304912
100,80,0.1,"TT",17.8381938179881
120,80,0.1,"TT",22.9653378975826
100,100,0.1,"TT",20.4871260121676
120,100,0.1,"TT",21.5201498901805
100,80,0.3,"TT",19.7488899458025
120,80,0.3,"TT",21.8577217172417
100,100,0.3,"TT",19.9235286191879
120,100,0.3,"TT",21.3903308674393
110,90,0.3,"TT",18.6761432694819
110,90,0.3,"AC",25.2816862788769
100,80,0.1,"TT",19.2675087897422
120,80,0.1,"TT",21.5155839938134
100,100,0.1,"TT",20.031473320577
120,100,0.1,"TT",21.9987213739696
100,80,0.3,"TT",18.6191454316105
120,80,0.3,"TT",20.9446664110879
100,100,0.3,"TT",19.0003717449297
120,100,0.3,"TT",19.1688416467671
110,90,0.3,"TT",19.7766383925683
110,90,0.3,"AC",24.9928256717396
100,80,0.1,"TT",18.7284166779305
120,80,0.1,"TT",20.6397503820434
100,100,0.1,"TT",20.0692798649447
120,100,0.1,"TT",22.6094073942582
100,80,0.3,"TT",17.8339065430659
120,80,0.3,"TT",20.2986201862934
100,100,0.3,"TT",20.8426414726879
120,100,0.3,"TT",21.6734286599659
110,90,0.3,"TT",18.5845506877175
110,90,0.3,"AC",24.0628512100359
100,80,0.1,"TT",16.4199915367603
120,80,0.1,"TT",21.5309285849735
100,100,0.1,"TT",21.5877039134958
120,100,0.1,"TT",20.8048869754951
100,80,0.3,"TT",16.7716907586895
120,80,0.3,"TT",19.9673462609393
100,100,0.3,"TT",21.4322029175273
120,100,0.3,"TT",22.5530349969534
110,90,0.3,"TT",20.3704018041588
110,90,0.3,"AC",24.0075847633226
100,80,0.1,"TT",18.3237336753358
120,80,0.1,"TT",20.204121206141
100,100,0.1,"TT",19.5374892272017
120,100,0.1,"TT",21.8144449129662
100,80,0.3,"TT",19.4372372431452
120,80,0.3,"TT",21.2134404339872
100,100,0.3,"TT",20.7929440379507
120,100,0.3,"TT",20.8228199137618
110,90,0.3,"TT",20.2942512402876
110,90,0.3,"AC",24.6146781325053
100,80,0.1,"TT",18.7087574550823
120,80,0.1,"TT",21.8913073185117
100,100,0.1,"TT",19.5020652010711
120,100,0.1,"TT",21.9213968530269
100,80,0.3,"TT",18.639253895991
120,80,0.3,"TT",21.0265995946059
100,100,0.3,"TT",20.0210354329883
120,100,0.3,"TT",21.4325794156751
110,90,0.3,"TT",18.5473795388551
110,90,0.3,"AC",26.1210453473374
100,80,0.1,"TT",19.4537533941019
120,80,0.1,"TT",22.8802266642557
100,100,0.1,"TT",20.3594649122746
120,100,0.1,"TT",21.9421696726116
100,80,0.3,"TT",18.171987362547
120,80,0.3,"TT",20.1225889677575
100,100,0.3,"TT",20.7878837392911
120,100,0.3,"TT",23.9762589096311
110,90,0.3,"TT",21.5420885212593
110,90,0.3,"AC",23.9022931061154
100,80,0.1,"TT",19.5034364747235
120,80,0.1,"TT",21.1374666452052
100,100,0.1,"TT",20.4200534730957
120,100,0.1,"TT",23.506553094024
100,80,0.3,"TT",17.3500629808322
120,80,0.3,"TT",19.7883173378668
100,100,0.3,"TT",20.4068158936296
120,100,0.3,"TT",20.9772650922576
110,90,0.3,"TT",19.5871858115844
110,90,0.3,"AC",23.0632483244393
100,80,0.1,"TT",18.5426599019464
120,80,0.1,"TT",21.9165182596049
100,100,0.1,"TT",22.6249583672922
120,100,0.1,"TT",23.5459342906793
100,80,0.3,"TT",18.4780938107517
120,80,0.3,"TT",21.4730485477663
100,100,0.3,"TT",21.250238577552
120,100,0.3,"TT",23.0362795681282
110,90,0.3,"TT",19.9516529014389
110,90,0.3,"AC",25.292202582324
100,80,0.1,"TT",17.5230141859217
120,80,0.1,"TT",22.1548272349376
100,100,0.1,"TT",19.6098286351292
120,100,0.1,"TT",21.3819422282015
100,80,0.3,"TT",18.1983198509712
120,80,0.3,"TT",21.5831115214065
100,100,0.3,"TT",21.1498577111299
120,100,0.3,"TT",20.9411549895224
110,90,0.3,"TT",19.7587880963219
110,90,0.3,"AC",27.0110129668043
100,80,0.1,"TT",19.3753165290561
120,80,0.1,"TT",20.8670602518342
100,100,0.1,"TT",20.588239140675
120,100,0.1,"TT",20.171357396065
100,80,0.3,"TT",16.9553946116639
120,80,0.3,"TT",22.9074878995547
100,100,0.3,"TT",20.0843307509086
120,100,0.3,"TT",20.0680489902355
110,90,0.3,"TT",22.1002098764334
110,90,0.3,"AC",23.5767713913031
100,80,0.1,"TT",17.6568586955469
120,80,0.1,"TT",22.2977776097919
100,100,0.1,"TT",20.4186934102271
120,100,0.1,"TT",22.6595978142957
100,80,0.3,"TT",18.1826008446233
120,80,0.3,"TT",21.667129568916
100,100,0.3,"TT",18.308413361556
120,100,0.3,"TT",21.6660418290269
110,90,0.3,"TT",20.829028552073
110,90,0.3,"AC",26.7364797663341
100,80,0.1,"TT",18.1071998644224
120,80,0.1,"TT",20.8007254894083
100,100,0.1,"TT",20.2666845200273
120,100,0.1,"TT",22.765059484021
100,80,0.3,"TT",18.6001176527371
120,80,0.3,"TT",22.4618041403941
100,100,0.3,"TT",20.5211551140605
120,100,0.3,"TT",23.6418420537343
110,90,0.3,"TT",19.4212724806904
110,90,0.3,"AC",24.0680994769137
100,80,0.1,"TT",17.9193939775987
120,80,0.1,"TT",20.9299743187701
100,100,0.1,"TT",18.8929732376154
120,100,0.1,"TT",21.125097867789
100,80,0.3,"TT",18.6419920698131
120,80,0.3,"TT",21.4872299899363
100,100,0.3,"TT",19.25090315668
120,100,0.3,"TT",21.2980777033634
110,90,0.3,"TT",21.3518207231812
110,90,0.3,"AC",25.4905516910945
100,80,0.1,"TT",17.5560370917362
120,80,0.1,"TT",22.4000863071247
100,100,0.1,"TT",18.1036027316535
120,100,0.1,"TT",22.6374950076278
100,80,0.3,"TT",17.8171779562039
120,80,0.3,"TT",20.5067646285573
100,100,0.3,"TT",19.6314735424189
120,100,0.3,"TT",23.8997756151092
110,90,0.3,"TT",20.0299357757785
110,90,0.3,"AC",25.1061816430066
100,80,0.1,"TT",18.8092559420545
120,80,0.1,"TT",20.9266027060647
100,100,0.1,"TT",20.1887146658022
120,100,0.1,"TT",23.5149189616332
100,80,0.3,"TT",19.1546380855303
120,80,0.3,"TT",21.2783493350915
100,100,0.3,"TT",18.7149430684357
120,100,0.3,"TT",22.1854186617469
110,90,0.3,"TT",20.9979824677325
110,90,0.3,"AC",22.6377354110747
100,80,0.1,"TT",17.4691701763257
120,80,0.1,"TT",18.7930466578654
100,100,0.1,"TT",20.6524772280692
120,100,0.1,"TT",20.7117340406177
100,80,0.3,"TT",18.7433873847604
120,80,0.3,"TT",22.1895920850359
100,100,0.3,"TT",18.847914823318
120,100,0.3,"TT",21.5272483614168
110,90,0.3,"TT",18.3392071914049
110,90,0.3,"AC",26.6446842754164
100,80,0.1,"TT",18.0060479144318
120,80,0.1,"TT",21.3725989311464
100,100,0.1,"TT",19.6709265704147
120,100,0.1,"TT",22.0847496250821
100,80,0.3,"TT",16.8059390523832
120,80,0.3,"TT",20.1542669991679
100,100,0.3,"TT",20.4070838085486
120,100,0.3,"TT",21.2026829516708
110,90,0.3,"TT",19.5801523231948
110,90,0.3,"AC",23.6202496840426
100,80,0.1,"TT",17.7642225723665
120,80,0.1,"TT",21.4255569517639
100,100,0.1,"TT",18.9218905221179
120,100,0.1,"TT",22.6921260128463
100,80,0.3,"TT",19.5129274173355
120,80,0.3,"TT",22.2911730867118
100,100,0.3,"TT",21.6242702943274
120,100,0.3,"TT",20.1634342803484
110,90,0.3,"TT",18.9897793871211
110,90,0.3,"AC",22.9496626329835
100,80,0.1,"TT",17.8790608738182
120,80,0.1,"TT",21.9136202195922
100,100,0.1,"TT",20.5072490329898
120,100,0.1,"TT",20.9279213595431
100,80,0.3,"TT",15.5962942971179
120,80,0.3,"TT",21.8705397737108
100,100,0.3,"TT",17.696719317159
120,100,0.3,"TT",21.6723955202302
110,90,0.3,"TT",20.699836141679
110,90,0.3,"AC",24.6375419902134
100,80,0.1,"TT",17.9281503870627
120,80,0.1,"TT",21.088395663937
100,100,0.1,"TT",18.8521641540118
120,100,0.1,"TT",22.7718216973188
100,80,0.3,"TT",19.5087072503822
120,80,0.3,"TT",21.4812615243749
100,100,0.3,"TT",19.4747528010093
120,100,0.3,"TT",21.4098587104458
110,90,0.3,"TT",21.2406499204102
110,90,0.3,"AC",25.5597081714818
100,80,0.1,"TT",17.4149969405359
120,80,0.1,"TT",20.3548223061665
100,100,0.1,"TT",19.2633228018453
120,100,0.1,"TT",22.2696988369547
100,80,0.3,"TT",20.5814608990697
120,80,0.3,"TT",20.7810623506252
100,100,0.3,"TT",21.1215096196885
120,100,0.3,"TT",23.8270698516549
110,90,0.3,"TT",19.0611913338886
110,90,0.3,"AC",23.289014712205
100,80,0.1,"TT",18.7506523179221
120,80,0.1,"TT",21.4502459898823
100,100,0.1,"TT",20.6267895569841
120,100,0.1,"TT",22.2355820990341
100,80,0.3,"TT",19.6610112390904
120,80,0.3,"TT",21.5750649447439
100,100,0.3,"TT",21.4403276006921
120,100,0.3,"TT",21.4231591828743
110,90,0.3,"TT",18.4005605217616
110,90,0.3,"AC",24.9441699348578
100,80,0.1,"TT",18.5772076384827
120,80,0.1,"TT",18.7920149786952
100,100,0.1,"TT",20.088058097209
120,100,0.1,"TT",21.9571798457843
100,80,0.3,"TT",18.186381808555
120,80,0.3,"TT",21.7219367947753
100,100,0.3,"TT",19.4233357827712
120,100,0.3,"TT",21.6876892489864
110,90,0.3,"TT",20.045496464129
110,90,0.3,"AC",24.8482665577415
100,80,0.1,"TT",19.2618307417599
120,80,0.1,"TT",20.9920935759289
100,100,0.1,"TT",22.5930205856631
120,100,0.1,"TT",22.3266274388138
100,80,0.3,"TT",19.4201982501563
120,80,0.3,"TT",19.9110778489154
100,100,0.3,"TT",21.0319766272063
120,100,0.3,"TT",21.5908496146219
110,90,0.3,"TT",19.879230175657
110,90,0.3,"AC",25.3614246654546
100,80,0.1,"TT",18.5661157490804
120,80,0.1,"TT",21.8446733802296
100,100,0.1,"TT",17.8183897672675
120,100,0.1,"TT",20.3082888207013
100,80,0.3,"TT",19.326121477137
120,80,0.3,"TT",21.0140016404438
100,100,0.3,"TT",20.7302053691686
120,100,0.3,"TT",21.7086604633497
110,90,0.3,"TT",20.26408933617
110,90,0.3,"AC",25.6379054561931
100,80,0.1,"TT",19.3441515840652
120,80,0.1,"TT",21.7051235687975
100,100,0.1,"TT",20.5999385598041
120,100,0.1,"TT",20.3114539442932
100,80,0.3,"TT",17.9868753072309
120,80,0.3,"TT",20.2327257040491
100,100,0.3,"TT",19.9814122522837
120,100,0.3,"TT",21.4303704097652
110,90,0.3,"TT",19.5136249715448
110,90,0.3,"AC",25.3511091245413
100,80,0.1,"TT",19.7541841935444
120,80,0.1,"TT",22.5506869818467
100,100,0.1,"TT",20.2213418552071
120,100,0.1,"TT",22.1254190824478
100,80,0.3,"TT",19.2961983020353
120,80,0.3,"TT",21.0030451360736
100,100,0.3,"TT",19.7154529081634
120,100,0.3,"TT",23.4121909916645
110,90,0.3,"TT",22.2451724544892
110,90,0.3,"AC",24.7796900299478
100,80,0.1,"TT",16.7718229274765
120,80,0.1,"TT",21.9281962549953
100,100,0.1,"TT",18.6116798135303
120,100,0.1,"TT",22.532606235455
100,80,0.3,"TT",17.3398676056772
120,80,0.3,"TT",22.5022526010706
100,100,0.3,"TT",17.6185199015816
120,100,0.3,"TT",21.9868286869165
110,90,0.3,"TT",20.8262782478514
110,90,0.3,"AC",23.7934964548243
100,80,0.1,"TT",16.7754218030977
120,80,0.1,"TT",20.8388571880549
100,100,0.1,"TT",19.7507057389249
120,100,0.1,"TT",21.6152456579403
100,80,0.3,"TT",19.7271464316487
120,80,0.3,"TT",20.8218146105098
100,100,0.3,"TT",21.6954747510796
120,100,0.3,"TT",21.3795542177543
110,90,0.3,"TT",22.2240168098499
110,90,0.3,"AC",25.7193601160507
100,80,0.1,"TT",17.3299212879365
120,80,0.1,"TT",20.3002036670871
100,100,0.1,"TT",20.2855803823906
120,100,0.1,"TT",20.3176807734237
100,80,0.3,"TT",16.9938759893127
120,80,0.3,"TT",19.8381689073214
100,100,0.3,"TT",20.0575985463842
120,100,0.3,"TT",22.5452979164312
110,90,0.3,"TT",21.5021888341838
110,90,0.3,"AC",25.1224790313136
100,80,0.1,"TT",18.9613314531767
120,80,0.1,"TT",20.466503680816
100,100,0.1,"TT",19.9979700007517
120,100,0.1,"TT",22.1437864931172
100,80,0.3,"TT",17.6028113780981
120,80,0.3,"TT",22.4170740714613
100,100,0.3,"TT",21.4753994414914
120,100,0.3,"TT",23.7188363008658
110,90,0.3,"TT",22.5209069343602
110,90,0.3,"AC",25.2062553537719
100,80,0.1,"TT",17.4790255557638
120,80,0.1,"TT",20.0457108142015
100,100,0.1,"TT",19.3691779369478
120,100,0.1,"TT",22.7777383366752
100,80,0.3,"TT",17.6106897163781
120,80,0.3,"TT",21.3683652062959
100,100,0.3,"TT",18.9890753878438
120,100,0.3,"TT",22.3616318761272
110,90,0.3,"TT",19.6657160315467
110,90,0.3,"AC",24.8867237123119
100,80,0.1,"TT",19.6884117104676
120,80,0.1,"TT",23.084970638064
100,100,0.1,"TT",20.1501547172897
120,100,0.1,"TT",21.1750324103026
100,80,0.3,"TT",18.2782510958957
120,80,0.3,"TT",18.1520209636268
100,100,0.3,"TT",18.7769182094738
120,100,0.3,"TT",20.4357889356286
110,90,0.3,"TT",20.5104948764223
110,90,0.3,"AC",25.2636715005775
100,80,0.1,"TT",19.1291550236496
120,80,0.1,"TT",21.2689135549958
100,100,0.1,"TT",19.2052986190303
120,100,0.1,"TT",22.9669636767064
100,80,0.3,"TT",18.1925408708337
120,80,0.3,"TT",22.7432825562991
100,100,0.3,"TT",21.8385610635653
120,100,0.3,"TT",20.4110692147238
110,90,0.3,"TT",19.7840501157567
110,90,0.3,"AC",24.6418397430369
100,80,0.1,"TT",17.3626037983688
120,80,0.1,"TT",22.6856714148436
100,100,0.1,"TT",19.4402640189028
120,100,0.1,"TT",20.4466227622849
100,80,0.3,"TT",18.7428686289954
120,80,0.3,"TT",21.5285936435243
100,100,0.3,"TT",20.5383969949219
120,100,0.3,"TT",24.5960103460648
110,90,0.3,"TT",20.0886072749399
110,90,0.3,"AC",25.4525754681226
100,80,0.1,"TT",16.6101231963693
120,80,0.1,"TT",20.1900744584295
100,100,0.1,"TT",19.2560386176623
120,100,0.1,"TT",20.5854852801143
100,80,0.3,"TT",18.5870387509968
120,80,0.3,"TT",19.8738125942647
100,100,0.3,"TT",21.0172782763424
120,100,0.3,"TT",21.8662397175502
110,90,0.3,"TT",20.0019185539431
110,90,0.3,"AC",25.3658304956043
100,80,0.1,"TT",19.3761085065454
120,80,0.1,"TT",21.6450446926929
100,100,0.1,"TT",19.029488685087
120,100,0.1,"TT",21.4478199642709
100,80,0.3,"TT",19.6527965251531
120,80,0.3,"TT",19.7072996255654
100,100,0.3,"TT",20.9209783385429
120,100,0.3,"TT",22.4855818405043
110,90,0.3,"TT",18.0634443923744
110,90,0.3,"AC",25.4173776455309
100,80,0.1,"TT",19.1756216969529
120,80,0.1,"TT",23.0632398454436
100,100,0.1,"TT",19.9049904802006
120,100,0.1,"TT",21.6098442325957
100,80,0.3,"TT",18.1519147314614
120,80,0.3,"TT",20.6376119869699
100,100,0.3,"TT",19.9917763125348
120,100,0.3,"TT",19.5619197936242
110,90,0.3,"TT",19.9757488116388
110,90,0.3,"AC",23.9253775869525
100,80,0.1,"TT",17.6220675992596
120,80,0.1,"TT",21.3018533209554
100,100,0.1,"TT",19.1721153141902
120,100,0.1,"TT",22.8465619495314
100,80,0.3,"TT",19.8310347537314
120,80,0.3,"TT",20.5652350164405
100,100,0.3,"TT",19.0767838063045
120,100,0.3,"TT",22.5989741726776
110,90,0.3,"TT",21.2718291845276
110,90,0.3,"AC",25.2005719485505
100,80,0.1,"TT",16.7320163988086
120,80,0.1,"TT",20.9878551755078
100,100,0.1,"TT",19.0998099985255
120,100,0.1,"TT",20.8982388940705
100,80,0.3,"TT",17.9121107857826
120,80,0.3,"TT",21.4266486688625
100,100,0.3,"TT",22.5118727856167
120,100,0.3,"TT",22.3604505677913
110,90,0.3,"TT",19.6105451052405
110,90,0.3,"AC",25.0039168749293
100,80,0.1,"TT",20.3671728577654
120,80,0.1,"TT",20.1968762834496
100,100,0.1,"TT",20.9255984903776
120,100,0.1,"TT",24.3077645217642
100,80,0.3,"TT",19.3443823760199
120,80,0.3,"TT",21.9888963547694
100,100,0.3,"TT",20.0060719353354
120,100,0.3,"TT",20.6286676523373
110,90,0.3,"TT",21.2719332917521
110,90,0.3,"AC",23.7539303891841
100,80,0.1,"TT",19.2344714218293
120,80,0.1,"TT",19.8103008060861
100,100,0.1,"TT",19.7791901754055
120,100,0.1,"TT",22.5247579515751
100,80,0.3,"TT",19.0933103621743
120,80,0.3,"TT",23.8017635763503
100,100,0.3,"TT",22.4823964888231
120,100,0.3,"TT",21.5414350945022
110,90,0.3,"TT",20.2140431741141
110,90,0.3,"AC",25.5598180562733
100,80,0.1,"TT",17.9906451409582
120,80,0.1,"TT",20.6953530509869
100,100,0.1,"TT",18.7151389782806
120,100,0.1,"TT",20.4667247705523
100,80,0.3,"TT",17.2882990810238
120,80,0.3,"TT",19.5870060655126
100,100,0.3,"TT",19.4274357228331
120,100,0.3,"TT",19.5137853296189
110,90,0.3,"TT",19.3684076271763
110,90,0.3,"AC",23.1303831258216
100,80,0.1,"TT",18.5146427286475
120,80,0.1,"TT",20.7834135109414
100,100,0.1,"TT",18.6793336916017
120,100,0.1,"TT",22.4119565775157
100,80,0.3,"TT",18.058955585386
120,80,0.3,"TT",22.5993099292992
100,100,0.3,"TT",20.5934631790318
120,100,0.3,"TT",21.8743822848786
110,90,0.3,"TT",19.9143953451635
110,90,0.3,"AC",24.2941550197387
100,80,0.1,"TT",18.2155179760883
120,80,0.1,"TT",20.4390781069186
100,100,0.1,"TT",19.3053237894592
120,100,0.1,"TT",21.893399147995
100,80,0.3,"TT",18.318981417871
120,80,0.3,"TT",21.6557520815407
100,100,0.3,"TT",21.5010755021034
120,100,0.3,"TT",20.1904375071366
110,90,0.3,"TT",20.5403600024836
110,90,0.3,"AC",26.987582255896
100,80,0.1,"TT",17.9955525083879
120,80,0.1,"TT",21.9668529232801
100,100,0.1,"TT",18.4706328231848
120,100,0.1,"TT",20.6119331734352
100,80,0.3,"TT",16.8138558581347
120,80,0.3,"TT",21.2720433804081
100,100,0.3,"TT",20.8539922594912
120,100,0.3,"TT",21.2077558007008
110,90,0.3,"TT",22.022793184019
110,90,0.3,"AC",24.970508114153
100,80,0.1,"TT",19.4377689609194
120,80,0.1,"TT",20.9308724062152
100,100,0.1,"TT",18.7736169092701
120,100,0.1,"TT",23.1715447564565
100,80,0.3,"TT",18.1995872660716
120,80,0.3,"TT",21.6787980200772
100,100,0.3,"TT",19.2675663909102
120,100,0.3,"TT",23.2523658006506
110,90,0.3,"TT",20.4120911658246
110,90,0.3,"AC",24.9366336198569
100,80,0.1,"TT",18.0850957537243
120,80,0.1,"TT",22.1865943301854
100,100,0.1,"TT",20.6232955758646
120,100,0.1,"TT",20.6469896020661
100,80,0.3,"TT",16.3486472957172
120,80,0.3,"TT",19.9085062513539
100,100,0.3,"TT",21.308549919361
120,100,0.3,"TT",20.667187494096
110,90,0.3,"TT",20.9969183177617
110,90,0.3,"AC",25.3355091873119
100,80,0.1,"TT",18.4731265413418
120,80,0.1,"TT",21.5236812244412
100,100,0.1,"TT",19.674631033889
120,100,0.1,"TT",23.5348816094002
100,80,0.3,"TT",16.9029537595567
120,80,0.3,"TT",22.3391719362723
100,100,0.3,"TT",20.0626763839311
120,100,0.3,"TT",21.2861180450612
110,90,0.3,"TT",19.9070663746346
110,90,0.3,"AC",22.8918534058333
100,80,0.1,"TT",19.6680131440184
120,80,0.1,"TT",20.6998712205091
100,100,0.1,"TT",20.6421208474849
120,100,0.1,"TT",21.0654983396737
100,80,0.3,"TT",18.6699699462854
120,80,0.3,"TT",19.8100196651035
100,100,0.3,"TT",20.3506486311335
120,100,0.3,"TT",21.7172371162484
110,90,0.3,"TT",20.2294410150895
